"symbol","interval","Smooth Data?","Main Length Period","Secondary Length Period","Deviation Coefficient","BB Source","BB Length","BB StdDev","BB Signal Smoothing","BB Std. threshold","From Day","From Month","From Year","To Day","To Month","To Year","Use Heikin Ashi Candles in Algo Calculations","length","pcntChange","Rating for entry","Rating for exit","TP % for Short entries","SL % for Short entries","entry_numbers","longEntry","shortEntry","risk","leverage","combinedValue_net_profit","combinedPct_net_profit","longValue_net_profit","longPct_net_profit","shortPct_net_profit","combinedValue_gross_profit","combinedPct_gross_profit","longValue_gross_profit","longPct_gross_profit","shortPct_gross_profit","combinedValue_gross_loss","combinedPct_gross_loss","longValue_gross_loss","longPct_gross_loss","shortPct_gross_loss","combinedValue_max_drawdown","combinedPct_max_drawdown","longValue_max_drawdown","longPct_max_drawdown","shortPct_max_drawdown","combinedValue_buy_and_hold_return","combinedPct_buy_and_hold_return","longValue_buy_and_hold_return","longPct_buy_and_hold_return","shortPct_buy_and_hold_return","combinedValue_sharpe_ratio","combinedPct_sharpe_ratio","longValue_sharpe_ratio","longPct_sharpe_ratio","shortPct_sharpe_ratio","combinedValue_profit_factor","combinedPct_profit_factor","longValue_profit_factor","longPct_profit_factor","shortPct_profit_factor","combinedValue_max_contracts_held","combinedPct_max_contracts_held","longValue_max_contracts_held","longPct_max_contracts_held","shortPct_max_contracts_held","combinedValue_open_pl","combinedPct_open_pl","longValue_open_pl","longPct_open_pl","shortPct_open_pl","combinedValue_commission_paid","combinedPct_commission_paid","longValue_commission_paid","longPct_commission_paid","shortPct_commission_paid","combinedValue_total_closed_trades","combinedPct_total_closed_trades","longValue_total_closed_trades","longPct_total_closed_trades","shortPct_total_closed_trades","combinedValue_total_open_trades","combinedPct_total_open_trades","longValue_total_open_trades","longPct_total_open_trades","shortPct_total_open_trades","combinedValue_number_winning_trades","combinedPct_number_winning_trades","longValue_number_winning_trades","longPct_number_winning_trades","shortPct_number_winning_trades","combinedValue_number_losing_trades","combinedPct_number_losing_trades","longValue_number_losing_trades","longPct_number_losing_trades","shortPct_number_losing_trades","combinedValue_percent_profitable","combinedPct_percent_profitable","longValue_percent_profitable","longPct_percent_profitable","shortPct_percent_profitable","combinedValue_avg_trade","combinedPct_avg_trade","longValue_avg_trade","longPct_avg_trade","shortPct_avg_trade","combinedValue_avg_winning_trade","combinedPct_avg_winning_trade","longValue_avg_winning_trade","longPct_avg_winning_trade","shortPct_avg_winning_trade","combinedValue_avg_losing_trade","combinedPct_avg_losing_trade","longValue_avg_losing_trade","longPct_avg_losing_trade","shortPct_avg_losing_trade","combinedValue_ratio_avg_win_avg_loss","combinedPct_ratio_avg_win_avg_loss","longValue_ratio_avg_win_avg_loss","longPct_ratio_avg_win_avg_loss","shortPct_ratio_avg_win_avg_loss","combinedValue_largest_winning_trade","combinedPct_largest_winning_trade","longValue_largest_winning_trade","longPct_largest_winning_trade","shortPct_largest_winning_trade","combinedValue_largest_losing_trade","combinedPct_largest_losing_trade","longValue_largest_losing_trade","longPct_largest_losing_trade","shortPct_largest_losing_trade","combinedValue_avg_num_bars_in_trades","combinedPct_avg_num_bars_in_trades","longValue_avg_num_bars_in_trades","longPct_avg_num_bars_in_trades","shortPct_avg_num_bars_in_trades","combinedValue_avg_num_bars_in_winning_trades","combinedPct_avg_num_bars_in_winning_trades","longValue_avg_num_bars_in_winning_trades","longPct_avg_num_bars_in_winning_trades","shortPct_avg_num_bars_in_winning_trades","combinedValue_avg_num_bars_in_losing_trades","combinedPct_avg_num_bars_in_losing_trades","longValue_avg_num_bars_in_losing_trades","longPct_avg_num_bars_in_losing_trades","shortPct_avg_num_bars_in_losing_trades","combinedValue_margin_calls","combinedPct_margin_calls","longValue_margin_calls","longPct_margin_calls","shortPct_margin_calls"
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.5","4.1","1","TRUE","TRUE","100","1","63436.52","6343.65","41142.93","4114.29","2229.36","79729.14","7972.91","50904.22","5090.42","2882.49","16292.62","1629.26","9761.29","976.13","653.13","1355.36","18.53","","","","12480.83","1248.08","","","","0.562","","","","","4.894","","5.215","","","105","","105","","","132692.68","205.93","","","","0","","0","","","234","","117","","","1","","1","","","118","","51","","","115","","66","","","50.43","","43.59","","","271.10","27.11","351.65","35.16","19.05","675.67","67.57","998.12","99.81","43.02","141.67","14.17","147.90","14.79","13.33","4.769","","6.749","","","8281.22","59.17","8281.22","59.17","6.51","921.52","7.73","798.54","7.73","5.11","53","","81","","","74","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.5","4.7","1","TRUE","TRUE","100","1","67406.43","6740.64","43608.20","4360.82","2379.82","84560.42","8456.04","53926.64","5392.66","3063.38","17154.00","1715.4","10318.44","1031.84","683.56","1438.86","18.28","","","","12480.83","1248.08","","","","0.568","","","","","4.929","","5.226","","","112","","112","","","140867.87","205.93","","","","0","","0","","","234","","117","","","1","","1","","","119","","51","","","114","","66","","","50.85","","43.59","","","288.06","28.81","372.72","37.27","20.34","710.59","71.06","1057.39","105.74","45.05","150.47","15.05","156.34","15.63","14.24","4.722","","6.763","","","8791.43","59.17","8791.43","59.17","6.51","978.30","7.73","847.74","7.73","5.11","53","","81","","","74","","143","","","32","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.5","4.6","1","TRUE","TRUE","100","1","67938.00","6793.8","43935.76","4393.58","2400.22","85194.20","8519.42","54329.34","5432.93","3086.49","17256.20","1725.62","10393.58","1039.36","686.26","1450.04","18.28","","","","12480.83","1248.08","","","","0.568","","","","","4.937","","5.227","","","113","","113","","","141962.51","205.93","","","","0","","0","","","234","","117","","","1","","1","","","119","","51","","","114","","66","","","50.85","","43.59","","","290.33","29.03","375.52","37.55","20.51","715.92","71.59","1065.28","106.53","45.39","151.37","15.14","157.48","15.75","14.3","4.73","","6.765","","","8859.74","59.17","8859.74","59.17","6.51","985.90","7.73","854.33","7.73","5.11","53","","81","","","74","","143","","","32","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.6","3.5","1","TRUE","TRUE","100","1","64107.58","6410.76","42745.42","4274.54","2136.22","81854.34","8185.43","53090.38","5309.04","2876.4","17746.76","1774.68","10344.96","1034.5","740.18","1420.01","18.28","","","","12480.83","1248.08","","","","0.565","","","","","4.612","","5.132","","","106","","106","","","134074.53","205.93","","","","0","","0","","","234","","117","","","1","","1","","","116","","51","","","117","","66","","","49.57","","43.59","","","273.96","27.4","365.35","36.53","18.26","705.64","70.56","1040.99","104.1","44.25","151.68","15.17","156.74","15.67","14.51","4.652","","6.641","","","8367.46","59.17","8367.46","59.17","8.99","965.48","7.73","806.86","7.73","5.11","53","","81","","","76","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.6","4.8","1","TRUE","TRUE","100","1","67436.22","6743.62","44913.95","4491.4","2252.23","86063.04","8606.3","55763.26","5576.33","3029.98","18626.82","1862.68","10849.31","1084.93","777.75","1492.61","18.28","","","","12480.83","1248.08","","","","0.57","","","","","4.62","","5.14","","","112","","112","","","140929.18","205.93","","","","0","","0","","","234","","117","","","1","","1","","","117","","51","","","116","","66","","","50","","43.59","","","288.19","28.82","383.88","38.39","19.25","735.58","73.56","1093.40","109.34","45.91","160.58","16.06","164.38","16.44","15.56","4.581","","6.652","","","8795.25","59.17","8795.25","59.17","8.99","1014.84","7.73","848.11","7.73","5.11","54","","81","","","76","","143","","","32","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.6","3.1","1","TRUE","TRUE","100","1","66869.04","6686.9","44557.34","4455.73","2231.17","85333.41","8533.34","55344.61","5534.46","2998.88","18464.37","1846.44","10787.27","1078.73","767.71","1480.24","17.52","","","","12480.83","1248.08","","","","0.568","","","","","4.622","","5.131","","","111","","111","","","139761.26","205.93","","","","0","","0","","","234","","117","","","1","","1","","","116","","51","","","117","","66","","","49.57","","43.59","","","285.77","28.58","380.83","38.08","19.07","735.63","73.56","1085.19","108.52","46.14","157.82","15.78","163.44","16.34","15.05","4.661","","6.64","","","8722.36","59.17","8722.36","59.17","8.99","1006.43","7.73","841.08","7.73","5.11","53","","81","","","76","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.6","3.2","1","TRUE","TRUE","100","1","66869.04","6686.9","44557.34","4455.73","2231.17","85333.41","8533.34","55344.61","5534.46","2998.88","18464.37","1846.44","10787.27","1078.73","767.71","1480.24","17.52","","","","12480.83","1248.08","","","","0.568","","","","","4.622","","5.131","","","111","","111","","","139761.26","205.93","","","","0","","0","","","234","","117","","","1","","1","","","116","","51","","","117","","66","","","49.57","","43.59","","","285.77","28.58","380.83","38.08","19.07","735.63","73.56","1085.19","108.52","46.14","157.82","15.78","163.44","16.34","15.05","4.661","","6.64","","","8722.36","59.17","8722.36","59.17","8.99","1006.43","7.73","841.08","7.73","5.11","53","","81","","","76","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.6","3.6","1","TRUE","TRUE","100","1","62947.71","6294.77","42008.04","4200.8","2093.97","80445.54","8044.55","52179.33","5217.93","2826.62","17497.82","1749.78","10171.30","1017.13","732.65","1394.71","19.03","","","","12480.83","1248.08","","","","0.563","","","","","4.597","","5.13","","","104","","104","","","131686.09","205.93","","","","0","","0","","","234","","117","","","1","","1","","","116","","51","","","117","","66","","","49.57","","43.59","","","269.01","26.9","359.04","35.9","17.9","693.50","69.35","1023.12","102.31","43.49","149.55","14.96","154.11","15.41","14.37","4.637","","6.639","","","8218.40","59.17","8218.40","59.17","8.99","948.28","7.73","792.49","7.73","5.11","53","","81","","","76","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.6","4.7","1","TRUE","TRUE","100","1","67105.87","6710.59","44704.58","4470.46","2240.13","85661.75","8566.18","55504.14","5550.41","3015.76","18555.89","1855.59","10799.56","1079.96","775.63","1485.40","18.28","","","","12405.71","1240.57","","","","0.571","","","","","4.616","","5.139","","","111","","111","","","139088.13","204.22","","","","0","","0","","","234","","117","","","1","","1","","","117","","51","","","116","","66","","","50","","43.59","","","286.78","28.68","382.09","38.21","19.15","732.15","73.22","1088.32","108.83","45.69","159.96","16","163.63","16.36","15.51","4.577","","6.651","","","8752.80","59.17","8752.80","59.17","8.99","1009.94","7.73","844.02","7.73","5.11","54","","81","","","76","","143","","","32","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.1","3.4","1","TRUE","TRUE","100","1","61045.31","6104.53","40565.87","4056.59","2047.94","77075.61","7707.56","50205.23","5020.52","2687.04","16030.30","1603.03","9639.36","963.94","639.09","1638.31","18.28","","","","12480.83","1248.08","","","","0.562","","","","","4.808","","5.208","","","101","","101","","","127768.46","205.93","","","","0","","0","","","234","","117","","","1","","1","","","120","","51","","","114","","66","","","51.28","","43.59","","","260.88","26.09","346.72","34.67","17.5","642.30","64.23","984.42","98.44","38.94","140.62","14.06","146.05","14.61","13.31","4.568","","6.74","","","8086.53","59.17","8086.53","59.17","6.51","895.52","7.73","768.91","7.73","5.11","52","","81","","","72","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.1","4.3","1","TRUE","TRUE","100","1","64158.35","6415.84","42589.38","4258.94","2156.9","80977.49","8097.75","52696.52","5269.65","2828.1","16819.14","1681.91","10107.14","1010.71","671.2","1720.52","18.28","","","","12480.83","1248.08","","","","0.567","","","","","4.815","","5.214","","","106","","106","","","134179.10","205.93","","","","0","","0","","","234","","117","","","1","","1","","","121","","51","","","113","","66","","","51.71","","43.59","","","274.18","27.42","364.01","36.4","18.44","669.24","66.92","1033.27","103.33","40.4","148.84","14.88","153.14","15.31","14.28","4.496","","6.747","","","8492.26","59.17","8492.26","59.17","6.51","940.45","7.73","807.49","7.73","5.11","52","","81","","","72","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.1","3.5","1","TRUE","TRUE","100","1","61144.20","6114.42","40630.29","4063.03","2051.39","77197.74","7719.77","50284.74","5028.47","2691.3","16053.54","1605.35","9654.46","965.45","639.91","1640.93","18.28","","","","12480.83","1248.08","","","","0.562","","","","","4.809","","5.208","","","101","","101","","","127972.18","205.93","","","","0","","0","","","234","","117","","","1","","1","","","120","","51","","","114","","66","","","51.28","","43.59","","","261.30","26.13","347.27","34.73","17.53","643.31","64.33","985.98","98.6","39","140.82","14.08","146.28","14.63","13.33","4.568","","6.74","","","8099.42","59.17","8099.42","59.17","6.51","896.94","7.73","770.14","7.73","5.11","52","","81","","","72","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.1","4.2","1","TRUE","TRUE","100","1","64262.02","6426.2","42644.26","4264.43","2161.78","81078.39","8107.84","52761.80","5276.18","2831.66","16816.36","1681.64","10117.54","1011.75","669.88","1723.25","18.28","","","","12480.83","1248.08","","","","0.567","","","","","4.821","","5.215","","","107","","107","","","134392.65","205.93","","","","0","","0","","","234","","117","","","1","","1","","","121","","51","","","113","","66","","","51.71","","43.59","","","274.62","27.46","364.48","36.45","18.48","670.07","67.01","1034.55","103.45","40.45","148.82","14.88","153.30","15.33","14.25","4.503","","6.749","","","8505.77","59.17","8505.77","59.17","6.51","941.94","7.73","808.77","7.73","5.11","52","","81","","","72","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.1","4.8","1","TRUE","TRUE","100","1","63943.98","6394.4","42450.65","4245.06","2149.33","80703.38","8070.34","52520.11","5252.01","2818.33","16759.40","1675.94","10069.46","1006.95","668.99","1714.86","18.28","","","","12480.83","1248.08","","","","0.567","","","","","4.815","","5.216","","","106","","106","","","133737.74","205.93","","","","0","","0","","","234","","117","","","1","","1","","","121","","51","","","113","","66","","","51.71","","43.59","","","273.26","27.33","362.83","36.28","18.37","666.97","66.7","1029.81","102.98","40.26","148.31","14.83","152.57","15.26","14.23","4.497","","6.75","","","8464.32","59.17","8464.32","59.17","6.51","937.35","7.73","804.83","7.73","5.11","53","","81","","","72","","143","","","32","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.2","2.7","1","TRUE","TRUE","100","1","71233.42","7123.34","46019.77","4601.98","2521.36","88061.78","8806.18","56778.65","5677.86","3128.31","16828.36","1682.84","10758.88","1075.89","606.95","1612.30","16.24","","","","12480.83","1248.08","","","","0.577","","","","","5.233","","5.277","","","118","","118","","","148748.66","205.93","","","","0","","0","","","234","","117","","","1","","1","","","119","","51","","","115","","66","","","50.85","","43.59","","","304.42","30.44","393.33","39.33","21.55","740.01","74","1113.31","111.33","46","146.33","14.63","163.01","16.3","12.39","5.057","","6.83","","","9283.26","59.17","9283.26","59.17","6.51","895.17","7.73","895.17","7.73","5.11","52","","81","","","73","","143","","","30","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.1","4.9","1","TRUE","TRUE","100","1","63943.98","6394.4","42450.65","4245.06","2149.33","80703.38","8070.34","52520.11","5252.01","2818.33","16759.40","1675.94","10069.46","1006.95","668.99","1714.86","18.28","","","","12480.83","1248.08","","","","0.567","","","","","4.815","","5.216","","","106","","106","","","133737.74","205.93","","","","0","","0","","","234","","117","","","1","","1","","","121","","51","","","113","","66","","","51.71","","43.59","","","273.26","27.33","362.83","36.28","18.37","666.97","66.7","1029.81","102.98","40.26","148.31","14.83","152.57","15.26","14.23","4.497","","6.75","","","8464.32","59.17","8464.32","59.17","6.51","937.35","7.73","804.83","7.73","5.11","53","","81","","","72","","143","","","32","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.2","4.1","1","TRUE","TRUE","100","1","60699.98","6070","39787.91","3978.79","2091.21","76485.62","7648.56","49237.05","4923.7","2724.86","15785.64","1578.56","9449.14","944.91","633.65","1581.20","18.53","","","","12480.83","1248.08","","","","0.56","","","","","4.845","","5.211","","","101","","101","","","127057.42","205.93","","","","0","","0","","","234","","117","","","1","","1","","","120","","51","","","114","","66","","","51.28","","43.59","","","259.40","25.94","340.07","34.01","17.87","637.38","63.74","965.43","96.54","39.49","138.47","13.85","143.17","14.32","13.2","4.603","","6.743","","","7929.53","59.17","7929.53","59.17","6.51","878.13","7.73","764.63","7.73","5.11","52","","81","","","73","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.2","2.8","1","TRUE","TRUE","100","1","70178.17","7017.82","45438.55","4543.86","2473.96","86973.05","8697.3","56083.52","5608.35","3088.95","16794.87","1679.49","10644.96","1064.5","614.99","1588.75","16.24","","","","12480.83","1248.08","","","","0.575","","","","","5.179","","5.269","","","116","","116","","","146575.66","205.93","","","","0","","0","","","234","","117","","","1","","1","","","119","","51","","","115","","66","","","50.85","","43.59","","","299.91","29.99","388.36","38.84","21.14","730.87","73.09","1099.68","109.97","45.43","146.04","14.6","161.29","16.13","12.55","5.004","","6.818","","","9147.64","59.17","9147.64","59.17","6.51","882.09","7.73","882.09","7.73","5.11","52","","81","","","73","","143","","","30","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.2","4.2","1","TRUE","TRUE","100","1","64759.34","6475.93","42322.63","4232.26","2243.67","81409.77","8140.98","52350.73","5235.07","2905.9","16650.44","1665.04","10028.11","1002.81","662.23","1685.23","18.28","","","","12480.83","1248.08","","","","0.567","","","","","4.889","","5.22","","","107","","107","","","135416.78","205.93","","","","0","","0","","","234","","117","","","1","","1","","","121","","51","","","113","","66","","","51.71","","43.59","","","276.75","27.67","361.73","36.17","19.18","672.81","67.28","1026.48","102.65","41.51","147.35","14.73","151.94","15.19","14.09","4.566","","6.756","","","8451.23","59.17","8451.23","59.17","6.51","935.90","7.73","814.94","7.73","5.11","52","","81","","","72","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.2","5","1","TRUE","TRUE","100","1","74753.76","7475.38","48657.93","4865.79","2609.58","93684.63","9368.46","60168.36","6016.84","3351.63","18930.87","1893.09","11510.42","1151.04","742.04","1941.36","15.61","","","","12480.83","1248.08","","","","0.582","","","","","4.949","","5.227","","","124","","124","","","155997.99","205.93","","","","0","","0","","","234","","117","","","1","","1","","","122","","51","","","112","","66","","","52.14","","43.59","","","319.46","31.95","415.88","41.59","22.3","767.91","76.79","1179.77","117.98","47.21","169.03","16.9","174.40","17.44","16.13","4.543","","6.765","","","9735.69","59.17","9735.69","59.17","9.71","1078.15","7.73","938.80","7.73","5.11","53","","81","","","72","","143","","","33","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.2","4.9","1","TRUE","TRUE","100","1","65008.65","6500.86","42420.02","4242","2258.86","81573.28","8157.33","52453.89","5245.39","2911.94","16564.63","1656.46","10033.87","1003.39","653.08","1691.62","18.28","","","","12480.83","1248.08","","","","0.567","","","","","4.925","","5.228","","","108","","108","","","135930.16","205.93","","","","0","","0","","","234","","117","","","1","","1","","","121","","51","","","113","","66","","","51.71","","43.59","","","277.81","27.78","362.56","36.26","19.31","674.16","67.42","1028.51","102.85","41.6","146.59","14.66","152.03","15.2","13.9","4.599","","6.765","","","8483.27","59.17","8483.27","59.17","6.51","939.45","7.73","818.03","7.73","5.11","53","","81","","","72","","143","","","32","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.3","3.6","1","TRUE","TRUE","100","1","58576.27","5857.63","38425.75","3842.58","2015.05","73985.29","7398.53","47639.22","4763.92","2634.61","15409.02","1540.9","9213.47","921.35","619.56","1525.51","19.03","","","","12480.83","1248.08","","","","0.556","","","","","4.801","","5.171","","","97","","97","","","122684.05","205.93","","","","0","","0","","","234","","117","","","1","","1","","","118","","51","","","115","","66","","","50.43","","43.59","","","250.33","25.03","328.43","32.84","17.22","626.99","62.7","934.10","93.41","39.32","133.99","13.4","139.60","13.96","12.64","4.679","","6.691","","","7656.60","59.17","7656.60","59.17","6.51","847.20","7.73","738.31","7.73","5.11","53","","81","","","74","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.3","3","1","TRUE","TRUE","100","1","63312.32","6331.23","41374.86","4137.49","2193.75","79453.56","7945.36","51269.28","5126.93","2818.43","16141.23","1614.12","9894.42","989.44","624.68","1633.16","16.51","","","","12480.83","1248.08","","","","0.564","","","","","4.922","","5.182","","","105","","105","","","132436.99","205.93","","","","0","","0","","","234","","117","","","1","","1","","","117","","51","","","116","","66","","","50","","43.59","","","270.57","27.06","353.63","35.36","18.75","679.09","67.91","1005.28","100.53","42.7","139.15","13.91","149.92","14.99","12.49","4.88","","6.706","","","8265.26","59.17","8265.26","59.17","6.51","797.00","7.73","797.00","7.73","5.11","52","","81","","","74","","143","","","30","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.3","5","1","TRUE","TRUE","100","1","72381.38","7238.14","47174.67","4717.47","2520.67","90976.01","9097.6","58442.77","5844.28","3253.32","18594.63","1859.46","11268.11","1126.81","732.65","1879.00","15.61","","","","12400.89","1240.09","","","","0.58","","","","","4.893","","5.187","","","120","","120","","","149781.67","204.11","","","","0","","0","","","234","","117","","","1","","1","","","120","","51","","","113","","66","","","51.28","","43.59","","","309.32","30.93","403.20","40.32","21.54","758.13","75.81","1145.94","114.59","47.15","164.55","16.46","170.73","17.07","15.59","4.607","","6.712","","","9430.79","59.17","9430.79","59.17","9.71","1043.51","7.73","909.39","7.73","5.11","54","","81","","","74","","143","","","33","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.3","3.7","1","TRUE","TRUE","100","1","58509.32","5850.93","38422.03","3842.2","2008.73","73982.74","7398.27","47640.44","4764.04","2634.23","15473.43","1547.34","9218.41","921.84","625.5","1523.79","19.03","","","","12480.83","1248.08","","","","0.556","","","","","4.781","","5.168","","","97","","97","","","122546.18","205.93","","","","0","","0","","","234","","117","","","1","","1","","","118","","51","","","115","","66","","","50.43","","43.59","","","250.04","25","328.39","32.84","17.17","626.97","62.7","934.13","93.41","39.32","134.55","13.46","139.67","13.97","12.77","4.66","","6.688","","","7647.99","59.17","7647.99","59.17","6.51","846.25","7.73","737.48","7.73","5.11","53","","81","","","74","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.4","3.7","1","TRUE","TRUE","100","1","61558.85","6155.89","40259.81","4025.98","2129.9","77639.99","7764","49859.16","4985.92","2778.08","16081.13","1608.11","9599.34","959.93","648.18","1315.86","19.03","","","","12480.83","1248.08","","","","0.561","","","","","4.828","","5.194","","","102","","102","","","128826.01","205.93","","","","0","","0","","","234","","117","","","1","","1","","","118","","51","","","115","","66","","","50.43","","43.59","","","263.07","26.31","344.10","34.41","18.2","657.97","65.8","977.63","97.76","41.46","139.84","13.98","145.44","14.54","13.23","4.705","","6.722","","","8039.91","59.17","8039.91","59.17","6.51","894.67","7.73","775.27","7.73","5.11","53","","81","","","74","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.4","2","1","TRUE","TRUE","100","1","68331.01","6833.1","44415.74","4441.57","2391.53","84867.01","8486.7","54847.89","5484.79","3001.91","16536.00","1653.6","10432.15","1043.22","610.38","1307.74","19.68","","","","12480.83","1248.08","","","","0.571","","","","","5.132","","5.258","","","113","","113","","","142771.81","205.93","","","","0","","0","","","234","","117","","","1","","1","","","114","","51","","","119","","66","","","48.72","","43.59","","","292.01","29.2","379.62","37.96","20.44","744.45","74.44","1075.45","107.54","47.65","138.96","13.9","158.06","15.81","11.52","5.357","","6.804","","","8910.25","59.17","8910.25","59.17","6.51","859.20","7.73","859.20","7.73","5.11","51","","81","","","76","","143","","","27","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.3","3.1","1","TRUE","TRUE","100","1","62229.47","6222.95","40755.20","4075.52","2147.43","78475.43","7847.54","50525.51","5052.55","2794.99","16245.96","1624.6","9770.31","977.03","647.56","1619.05","17.52","","","","12480.83","1248.08","","","","0.561","","","","","4.83","","5.171","","","103","","103","","","130206.98","205.93","","","","0","","0","","","234","","117","","","1","","1","","","118","","51","","","115","","66","","","50.43","","43.59","","","265.94","26.59","348.34","34.83","18.35","665.05","66.5","990.70","99.07","41.72","141.27","14.13","148.04","14.8","13.22","4.708","","6.692","","","8126.09","59.17","8126.09","59.17","6.51","899.15","7.73","783.58","7.73","5.11","52","","81","","","74","","143","","","31","","34","","","0","","0","",""
"ETHUSDT","1h","TRUE","24","10","2","low","50","4","21","0.07","1","1","2019","1","1","2021","TRUE","13","2","0.35","0.4","3.4","3.8","1","TRUE","TRUE","100","1","61336.09","6133.61","40116.98","4011.7","2121.91","77365.13","7736.51","49682.74","4968.27","2768.24","16029.04","1602.9","9565.76","956.58","646.33","1311.18","19.03","","","","12480.83","1248.08","","","","0.561","","","","","4.827","","5.194","","","102","","102","","","128367.37","205.93","","","","0","","0","","","234","","117","","","1","","1","","","118","","51","","","115","","66","","","50.43","","43.59","","","262.12","26.21","342.88","34.29","18.14","655.64","65.56","974.17","97.42","41.32","139.38","13.94","144.94","14.49","13.19","4.704","","6.721","","","8011.28","59.17","8011.28","59.17","6.51","891.48","7.73","772.51","7.73","5.11","53","","81","","","74","","143","","","31","","34","","","0","","0","",""
