"Symbol","Interval","Smooth Data?","Main Length Period","Secondary Length Period","Deviation Coefficient","BB Source","BB Length","BB StdDev","BB Signal Smoothing","BB Std. threshold","From Day","From Month","From Year","To Day","To Month","To Year","Use Heikin Ashi Candles in Algo Calculations","length","pcntChange","Rating for entry","Rating for exit","TP % for Short entries","SL % for Short entries","entry_numbers","longEntry","shortEntry","risk","leverage","_source","combinedValue_net_profit","combinedPct_net_profit","longValue_net_profit","longPct_net_profit","shortPct_net_profit","combinedValue_gross_profit","combinedPct_gross_profit","longValue_gross_profit","longPct_gross_profit","shortPct_gross_profit","combinedValue_gross_loss","combinedPct_gross_loss","longValue_gross_loss","longPct_gross_loss","shortPct_gross_loss","combinedValue_max_drawdown","combinedPct_max_drawdown","longValue_max_drawdown","longPct_max_drawdown","shortPct_max_drawdown","combinedValue_buy_and_hold_return","combinedPct_buy_and_hold_return","longValue_buy_and_hold_return","longPct_buy_and_hold_return","shortPct_buy_and_hold_return","combinedValue_sharpe_ratio","combinedPct_sharpe_ratio","longValue_sharpe_ratio","longPct_sharpe_ratio","shortPct_sharpe_ratio","combinedValue_profit_factor","combinedPct_profit_factor","longValue_profit_factor","longPct_profit_factor","shortPct_profit_factor","combinedValue_max_contracts_held","combinedPct_max_contracts_held","longValue_max_contracts_held","longPct_max_contracts_held","shortPct_max_contracts_held","combinedValue_open_pl","combinedPct_open_pl","longValue_open_pl","longPct_open_pl","shortPct_open_pl","combinedValue_commission_paid","combinedPct_commission_paid","longValue_commission_paid","longPct_commission_paid","shortPct_commission_paid","combinedValue_total_closed_trades","combinedPct_total_closed_trades","longValue_total_closed_trades","longPct_total_closed_trades","shortPct_total_closed_trades","combinedValue_total_open_trades","combinedPct_total_open_trades","longValue_total_open_trades","longPct_total_open_trades","shortPct_total_open_trades","combinedValue_number_winning_trades","combinedPct_number_winning_trades","longValue_number_winning_trades","longPct_number_winning_trades","shortPct_number_winning_trades","combinedValue_number_losing_trades","combinedPct_number_losing_trades","longValue_number_losing_trades","longPct_number_losing_trades","shortPct_number_losing_trades","combinedValue_percent_profitable","combinedPct_percent_profitable","longValue_percent_profitable","longPct_percent_profitable","shortPct_percent_profitable","combinedValue_avg_trade","combinedPct_avg_trade","longValue_avg_trade","longPct_avg_trade","shortPct_avg_trade","combinedValue_avg_winning_trade","combinedPct_avg_winning_trade","longValue_avg_winning_trade","longPct_avg_winning_trade","shortPct_avg_winning_trade","combinedValue_avg_losing_trade","combinedPct_avg_losing_trade","longValue_avg_losing_trade","longPct_avg_losing_trade","shortPct_avg_losing_trade","combinedValue_ratio_avg_win_avg_loss","combinedPct_ratio_avg_win_avg_loss","longValue_ratio_avg_win_avg_loss","longPct_ratio_avg_win_avg_loss","shortPct_ratio_avg_win_avg_loss","combinedValue_largest_winning_trade","combinedPct_largest_winning_trade","longValue_largest_winning_trade","longPct_largest_winning_trade","shortPct_largest_winning_trade","combinedValue_largest_losing_trade","combinedPct_largest_losing_trade","longValue_largest_losing_trade","longPct_largest_losing_trade","shortPct_largest_losing_trade","combinedValue_avg_num_bars_in_trades","combinedPct_avg_num_bars_in_trades","longValue_avg_num_bars_in_trades","longPct_avg_num_bars_in_trades","shortPct_avg_num_bars_in_trades","combinedValue_avg_num_bars_in_winning_trades","combinedPct_avg_num_bars_in_winning_trades","longValue_avg_num_bars_in_winning_trades","longPct_avg_num_bars_in_winning_trades","shortPct_avg_num_bars_in_winning_trades","combinedValue_avg_num_bars_in_losing_trades","combinedPct_avg_num_bars_in_losing_trades","longValue_avg_num_bars_in_losing_trades","longPct_avg_num_bars_in_losing_trades","shortPct_avg_num_bars_in_losing_trades","combinedValue_margin_calls","combinedPct_margin_calls","longValue_margin_calls","longPct_margin_calls","shortPct_margin_calls"
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,4.1,1,true,true,100,1,"14_1_0.35_0.45.yml","47036.97","4703.7","35373.04","3537.3","1166.39","70084.79","7008.48","44773.34","4477.33","2531.15","23047.81","2304.78","9400.30","940.03","1364.75","2274.69","21.56","","","","12478.52","1247.85","","","","0.531","","","","","3.041","","4.763","","","78","","78","","","98896.39","205.88","","","","0","","0","","","337","","125","","","1","","1","","","184","","53","","","153","","72","","","54.6","","42.4","","","139.58","13.96","282.98","28.3","5.5","380.90","38.09","844.78","84.48","19.32","150.64","15.06","130.56","13.06","16.85","2.529","","6.47","","","6835.98","59.17","6835.98","59.17","7.68","1841.27","8.64","612.56","7.73","8.64","39","","78","","","49","","140","","","26","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,4.2,3,true,true,100,1,"14_1_0.35_0.45.yml","60653.79","6065.38","44016.59","4401.66","1663.72","94047.26","9404.73","55708.01","5570.8","3833.93","33393.47","3339.35","11691.43","1169.14","2170.2","2818.87","21.53","","","","12481.40","1248.14","","","","0.56","","","","","2.816","","4.765","","","104","","101","","","126970.36","205.94","","","","0","","0","","","379","","125","","","1","","1","","","213","","53","","","166","","72","","","56.2","","42.4","","","160.04","16","352.13","35.21","6.55","441.54","44.15","1051.09","105.11","23.96","201.17","20.12","162.38","16.24","23.09","2.195","","6.473","","","8471.38","59.17","8471.38","59.17","9.36","2281.77","8.64","779.12","7.73","8.64","36","","78","","","44","","140","","","26","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,4.1,2,true,true,100,1,"14_1_0.35_0.45.yml","47036.97","4703.7","35373.04","3537.3","1166.39","70084.79","7008.48","44773.34","4477.33","2531.15","23047.81","2304.78","9400.30","940.03","1364.75","2274.69","21.56","","","","12478.52","1247.85","","","","0.531","","","","","3.041","","4.763","","","78","","78","","","98896.39","205.88","","","","0","","0","","","337","","125","","","1","","1","","","184","","53","","","153","","72","","","54.6","","42.4","","","139.58","13.96","282.98","28.3","5.5","380.90","38.09","844.78","84.48","19.32","150.64","15.06","130.56","13.06","16.85","2.529","","6.47","","","6835.98","59.17","6835.98","59.17","7.68","1841.27","8.64","612.56","7.73","8.64","39","","78","","","49","","140","","","26","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,4.2,100,true,true,100,1,"14_1_0.35_0.45.yml","55184.32","5518.43","42402.02","4240.2","1278.23","96739.62","9673.96","53886.35","5388.64","4285.33","41555.30","4155.53","11484.33","1148.43","3007.1","2617.53","31.27","","","","12490.18","1249.02","","","","0.556","","","","","2.328","","4.692","","","95","","92","","","115818.35","206.14","","","","0","","0","","","443","","125","","","1","","1","","","251","","53","","","192","","72","","","56.66","","42.4","","","124.57","12.46","339.22","33.92","4.02","385.42","38.54","1016.72","101.67","21.64","216.43","21.64","159.50","15.95","25.06","1.781","","6.374","","","7866.31","59.17","7866.31","59.17","9.36","2118.79","12.39","802.27","7.73","12.39","33","","78","","","39","","140","","","25","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,2,100,true,true,100,1,"14_1_0.35_0.45.yml","58693.51","5869.35","42571.20","4257.12","1612.23","95965.95","9596.59","53776.69","5377.67","4218.93","37272.44","3727.24","11205.48","1120.55","2606.7","2196.17","29.35","","","","12481.40","1248.14","","","","0.564","","","","","2.575","","4.799","","","101","","97","","","122933.28","205.94","","","","0","","0","","","476","","125","","","1","","1","","","245","","53","","","231","","72","","","51.47","","42.4","","","123.31","12.33","340.57","34.06","4.59","391.70","39.17","1014.65","101.47","21.97","161.35","16.14","155.63","15.56","16.39","2.428","","6.52","","","8118.02","59.17","8118.02","59.17","9.36","1215.21","10.23","784.94","7.73","10.23","29","","78","","","39","","140","","","19","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,2.4,3,true,true,100,1,"14_1_0.35_0.45.yml","58690.04","5869","42751.42","4275.14","1593.86","89082.52","8908.25","53905.28","5390.53","3517.72","30392.49","3039.25","11153.85","1115.39","1923.86","2065.28","23.93","","","","12481.40","1248.14","","","","0.559","","","","","2.931","","4.833","","","99","","97","","","122926.21","205.94","","","","0","","0","","","388","","125","","","1","","1","","","203","","53","","","185","","72","","","52.32","","42.4","","","151.26","15.13","342.01","34.2","6.06","438.83","43.88","1017.08","101.71","23.45","164.28","16.43","154.91","15.49","17.03","2.671","","6.565","","","8330.29","59.17","8330.29","59.17","9.36","1315.81","7.73","753.85","7.73","5.11","34","","78","","","46","","140","","","22","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,2.4,100,true,true,100,1,"14_1_0.35_0.45.yml","58690.04","5869","42751.42","4275.14","1593.86","89082.52","8908.25","53905.28","5390.53","3517.72","30392.49","3039.25","11153.85","1115.39","1923.86","2065.28","23.93","","","","12481.40","1248.14","","","","0.559","","","","","2.931","","4.833","","","99","","97","","","122926.21","205.94","","","","0","","0","","","388","","125","","","1","","1","","","203","","53","","","185","","72","","","52.32","","42.4","","","151.26","15.13","342.01","34.2","6.06","438.83","43.88","1017.08","101.71","23.45","164.28","16.43","154.91","15.49","17.03","2.671","","6.565","","","8330.29","59.17","8330.29","59.17","9.36","1315.81","7.73","753.85","7.73","5.11","34","","78","","","46","","140","","","22","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,2.5,1,true,true,100,1,"14_1_0.35_0.45.yml","58690.04","5869","42751.42","4275.14","1593.86","89082.52","8908.25","53905.28","5390.53","3517.72","30392.49","3039.25","11153.85","1115.39","1923.86","2065.28","23.93","","","","12481.40","1248.14","","","","0.559","","","","","2.931","","4.833","","","99","","97","","","122926.21","205.94","","","","0","","0","","","388","","125","","","1","","1","","","203","","53","","","185","","72","","","52.32","","42.4","","","151.26","15.13","342.01","34.2","6.06","438.83","43.88","1017.08","101.71","23.45","164.28","16.43","154.91","15.49","17.03","2.671","","6.565","","","8330.29","59.17","8330.29","59.17","9.36","1315.81","7.73","753.85","7.73","5.11","34","","78","","","46","","140","","","22","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,2.7,3,true,true,100,1,"14_1_0.35_0.45.yml","57716.69","5771.67","43397.56","4339.76","1431.91","84002.25","8400.22","54676.96","5467.7","2932.53","26285.56","2628.56","11279.40","1127.94","1500.62","1901.32","16.82","","","","12481.40","1248.14","","","","0.552","","","","","3.196","","4.848","","","99","","96","","","120921.61","205.94","","","","0","","0","","","339","","125","","","1","","1","","","180","","53","","","159","","72","","","53.1","","42.4","","","170.26","17.03","347.18","34.72","6.69","466.68","46.67","1031.64","103.16","23.09","165.32","16.53","156.66","15.67","17.25","2.823","","6.585","","","8541.79","59.17","8541.79","59.17","7.68","1349.22","7.73","753.82","7.73","5.11","37","","78","","","50","","140","","","23","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,3.3,1,true,true,100,1,"14_1_0.35_0.45.yml","47266.41","4726.64","36637.29","3663.73","1062.91","62367.99","6236.8","46261.01","4626.1","1610.7","15101.58","1510.16","9623.73","962.37","547.79","1821.08","22.31","","","","12481.40","1248.14","","","","0.537","","","","","4.13","","4.807","","","79","","79","","","99400.30","205.94","","","","0","","0","","","250","","125","","","1","","1","","","134","","53","","","116","","72","","","53.6","","42.4","","","189.07","18.91","293.10","29.31","8.5","465.43","46.54","872.85","87.28","19.89","130.19","13.02","133.66","13.37","12.45","3.575","","6.53","","","7198.84","59.17","7198.84","59.17","6.03","802.25","7.73","664.28","7.73","5.11","47","","78","","","64","","140","","","28","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,2,3,true,true,100,1,"14_1_0.35_0.45.yml","60024.38","6002.44","43417.01","4341.7","1660.74","90360.37","9036.04","54769.17","5476.92","3559.12","30335.99","3033.6","11352.16","1135.22","1898.38","2124.57","18.37","","","","12481.40","1248.14","","","","0.561","","","","","2.979","","4.825","","","101","","100","","","125674.07","205.94","","","","0","","0","","","391","","125","","","1","","1","","","200","","53","","","191","","72","","","51.15","","42.4","","","153.52","15.35","347.34","34.73","6.24","451.80","45.18","1033.38","103.34","24.21","158.83","15.88","157.67","15.77","15.95","2.845","","6.554","","","8434.93","59.17","8434.93","59.17","9.36","1287.28","7.73","766.78","7.73","5.11","34","","78","","","46","","140","","","21","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,2.7,100,true,true,100,1,"14_1_0.35_0.45.yml","59922.97","5992.3","44715.21","4471.52","1520.78","101477.71","10147.77","56695.51","5669.55","4478.22","41554.74","4155.47","11980.30","1198.03","2957.44","2204.16","30.83","","","","12481.40","1248.14","","","","0.563","","","","","2.442","","4.732","","","103","","99","","","125465.30","205.94","","","","0","","0","","","462","","125","","","1","","1","","","248","","53","","","214","","72","","","53.68","","42.4","","","129.70","12.97","357.72","35.77","4.51","409.18","40.92","1069.73","106.97","22.97","194.18","19.42","166.39","16.64","20.83","2.107","","6.429","","","8383.92","59.17","8383.92","59.17","9.36","1331.57","10.23","821.13","7.73","10.23","31","","78","","","39","","140","","","21","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,2.5,2,true,true,100,1,"14_1_0.35_0.45.yml","57716.69","5771.67","43397.56","4339.76","1431.91","84002.25","8400.22","54676.96","5467.7","2932.53","26285.56","2628.56","11279.40","1127.94","1500.62","1901.32","16.82","","","","12481.40","1248.14","","","","0.552","","","","","3.196","","4.848","","","99","","96","","","120921.61","205.94","","","","0","","0","","","339","","125","","","1","","1","","","180","","53","","","159","","72","","","53.1","","42.4","","","170.26","17.03","347.18","34.72","6.69","466.68","46.67","1031.64","103.16","23.09","165.32","16.53","156.66","15.67","17.25","2.823","","6.585","","","8541.79","59.17","8541.79","59.17","7.68","1349.22","7.73","753.82","7.73","5.11","37","","78","","","50","","140","","","23","","32","","","0","","0","",""
"ETHUSDT","1h",true,24,10,2,"low",50,4,21,0.07,1,1,2019,1,1,2021,true,14,1,0.35,0.45,2,3.3,2,true,true,100,1,"14_1_0.35_0.45.yml","50729.58","5072.96","37727.77","3772.78","1300.18","74770.59","7477.06","47744.69","4774.47","2702.59","24041.02","2404.1","10016.92","1001.69","1402.41","1856.83","20.19","","","","12481.40","1248.14","","","","0.538","","","","","3.11","","4.766","","","84","","84","","","106532.28","205.94","","","","0","","0","","","337","","125","","","1","","1","","","184","","53","","","153","","72","","","54.6","","42.4","","","150.53","15.05","301.82","30.18","6.13","406.36","40.64","900.84","90.08","20.63","157.13","15.71","139.12","13.91","17.31","2.586","","6.475","","","7262.62","59.17","7262.62","59.17","7.68","1390.10","8.64","654.97","7.73","8.64","38","","78","","","49","","140","","","25","","32","","","0","","0","",""
